track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,mode_x,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,days_since_release,streams_per_day,artist_dominance
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,117,Minor,73,31,69,6,0,11,4,1380,673887.5427536232,1
PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885.0,138,Minor,78,89,83,10,0,12,5,173,2520392.3988439306,1
Gasolina,Daddy Yankee,1,2004,7,13,6457,18,657723613.0,96,Major,86,74,80,33,0,8,6,6941,94759.20083561448,2
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350.0,104,Major,77,36,63,1,0,36,5,2658,1021039.258841234,1
Enchanted,Taylor Swift,1,2010,1,1,4564,16,621660989.0,164,Major,45,24,62,8,0,16,3,4943,125765.9293951042,34
Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784.0,118,Major,68,61,82,2,0,50,3,1212,1312890.9108910891,22
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471.0,81,Minor,68,51,60,3,0,19,10,4799,198146.79537403627,1
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471.0,81,Minor,68,51,60,3,0,19,10,4799,198146.79537403627,1
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471.0,81,Minor,68,51,60,3,0,19,10,4799,198146.79537403627,1
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471.0,81,Minor,68,51,60,3,0,19,10,4799,198146.79537403627,1
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471.0,81,Minor,68,51,60,3,0,19,10,4799,198146.79537403627,1
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471.0,81,Minor,68,51,60,3,0,19,10,4799,198146.79537403627,1
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471.0,81,Minor,68,51,60,3,0,19,10,4799,198146.79537403627,1
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471.0,81,Minor,68,51,60,3,0,19,10,4799,198146.79537403627,1
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471.0,81,Minor,68,51,60,3,0,19,10,4799,198146.79537403627,1
Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,1593270737.0,117,Major,82,73,45,54,0,7,3,14800,107653.42817567568,1
The Night We Met,Lord Huron,1,2015,2,2,18515,35,1410088830.0,174,Major,45,10,37,97,25,64,4,3085,457079.03727714746,1
We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21,1235005533.0,128,Major,73,60,77,3,0,11,4,4578,269769.6664482307,1
When I Was Your Man,Bruno Mars,1,2012,12,5,2420,11,1661187319.0,145,Major,60,43,27,94,0,14,4,3874,428804.1608156944,4
Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,1374581173.0,150,Minor,65,51,55,73,0,14,3,1877,732328.8082045817,1
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,727,16,94186466.0,90,Minor,60,13,53,4,0,21,4,43,2190382.930232558,1
Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26,1788326445.0,85,Major,55,42,53,17,0,22,3,3847,464862.60592669615,4
Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617.0,180,Major,33,38,71,20,0,28,5,4213,436829.9589366248,3
ýýýýýýýýýýýý,YOASOBI,1,2023,4,12,356,16,143573775.0,166,Major,57,84,94,11,0,37,9,94,1527380.585106383,1
Reminder,The Weeknd,1,2016,11,25,6518,17,684675814.0,160,Major,71,40,50,16,0,16,22,2423,282573.59224102355,22
Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873.0,160,Major,65,95,80,5,0,41,16,3482,319884.79982768523,34
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350.0,92,Major,70,81,63,4,0,8,4,3847,329434.1954769951,4
SNAP,Rosa Linn,1,2022,3,19,3202,18,726307468.0,170,Major,56,53,64,11,0,45,6,483,1503742.1697722566,2
Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890.0,96,Minor,83,93,65,58,0,9,8,2381,1496238.5090298194,9
Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890.0,96,Minor,83,93,65,58,0,9,8,2381,1496238.5090298194,9
Night Changes,One Direction,1,2014,11,17,7124,18,1131090940.0,120,Major,67,40,52,86,0,12,4,3162,357713.7697659709,1
Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,592,14,307370144.0,98,Major,70,37,54,6,0,9,8,183,1679618.2732240437,1
Creep,Radiohead,1,1992,9,21,36724,7,1271293243.0,92,Major,53,12,34,1,0,12,4,11254,112963.6789585925,1
Car's Outside,James Arthur,1,2019,10,18,794,10,265882712.0,150,Major,34,24,56,4,0,11,3,1366,194643.2737920937,2
Car's Outside,James Arthur,1,2019,10,18,794,10,265882712.0,150,Major,34,24,56,4,0,11,3,1366,194643.2737920937,2
Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534.0,94,Major,37,17,47,2,46,11,3,2307,364867.59167750325,1
Cheques,Shubh,1,2023,5,19,67,8,47956378.0,90,Minor,74,36,63,26,0,27,5,57,841339.9649122807,1
Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070.0,160,Major,54,54,55,67,0,42,11,2520,319998.8373015873,2
Circles,Post Malone,1,2019,8,30,19664,16,2132335812.0,120,Major,70,59,75,24,0,9,4,1415,1506951.1038869258,3
Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13,1641426668.0,109,Major,63,46,85,1,0,9,5,4943,332070.94234270684,4
Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446.0,129,Minor,57,41,66,63,0,12,5,3592,594420.5027839644,1
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268.0,157,Major,54,75,60,30,0,7,5,211,1740835.393364929,1
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2021,4,9,2619,12,350381515.0,130,Major,63,49,73,5,0,9,3,827,423677.76904474,34
Titi Me Preguntï¿,Bad Bunny,1,2022,5,6,9037,42,1264310836.0,107,Minor,65,19,72,10,0,13,25,435,2906461.691954023,19
Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,30343206.0,146,Minor,50,67,89,0,0,19,8,8,3792900.75,34
Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812.0,139,Minor,48,37,41,32,0,10,10,1251,323850.36930455634,2
Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,15890,14,1145727611.0,116,Major,74,76,70,7,0,13,3,20102,56995.70246741618,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,95,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735.0,170,Minor,62,55,80,15,0,37,7,37,1548992.837837838,1
Ditto,NewJeans,1,2022,12,19,1154,22,397582059.0,134,Minor,81,18,64,3,0,10,11,208,1911452.2067307688,6
Take On Me,a-ha,1,1984,10,19,44927,17,1479115056.0,84,Minor,57,86,90,2,0,9,5,14148,104545.87616624258,1
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632.0,146,Minor,61,20,48,21,0,12,6,43,2017991.441860465,1
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727.0,74,Minor,53,24,67,11,0,10,28,75,1783383.0266666666,1
Acrï¿½ï¿½s,Shakira,1,2023,5,11,955,29,123124076.0,144,Major,75,35,48,84,0,10,12,65,1894216.553846154,1
Acrï¿½ï¿½s,Shakira,1,2023,5,11,955,29,123124076.0,144,Major,75,35,48,84,0,10,12,65,1894216.553846154,1
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958.0,136,Minor,77,79,73,15,0,27,10,233,1989549.175965665,1
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,64533040.0,100,Major,56,53,55,53,0,12,4,61,1057918.68852459,1
S-Class,Stray Kids,1,2023,6,2,290,19,65496046.0,105,Minor,89,67,78,9,0,7,33,43,1523163.8604651163,2
Hits Different,Taylor Swift,1,2023,5,26,547,0,68616963.0,106,Major,67,24,78,15,0,30,4,50,1372339.26,34
Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990.0,132,Major,85,53,68,40,0,9,4,107,1508981.214953271,1
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975.0,120,Major,78,5,30,21,0,13,5,43,1630394.7674418604,1
Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496.0,155,Major,82,51,39,2,0,9,49,120,945912.4666666668,1
Abcdario,"Junior H, Eden Muï¿½ï",2,2023,5,13,262,5,89933133.0,129,Major,70,42,43,78,0,11,3,63,1427510.0476190476,1
Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,71007139.0,135,Minor,80,85,74,62,0,8,9,289,245699.4429065744,1
Piï¿½ï¿½man Deï¿,"Semicenk, Doï¿½ï¿½u ",2,2023,6,2,185,3,43522589.0,98,Minor,73,45,62,28,0,13,13,43,1012153.2325581396,1
FLOWER,JISOO,1,2023,3,31,839,18,232896922.0,124,Minor,84,64,39,3,0,11,4,106,2197140.773584905,1
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,259,0,37126685.0,135,Minor,77,28,55,18,0,22,15,43,863411.2790697674,1
Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623.0,107,Major,78,39,53,30,0,11,6,114,1715584.4122807018,9
Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623.0,107,Major,78,39,53,30,0,11,6,114,1715584.4122807018,9
Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353.0,96,Major,54,25,74,14,0,9,11,276,1928754.902173913,2
La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192.0,123,Major,71,58,70,30,0,32,19,227,2370551.5066079297,1
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,588,0,46142772.0,90,Major,62,7,62,6,0,58,6,50,922855.44,1
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314.0,117,Minor,72,45,59,14,0,20,21,225,1782383.6177777778,1
Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613.0,133,Minor,78,90,84,31,0,7,4,102,1245358.950980392,1
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710.0,96,Minor,74,61,83,11,0,35,6,225,1533474.2666666666,8
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651.0,149,Major,66,85,60,40,0,14,13,226,1274786.0663716814,1
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538.0,110,Minor,66,32,40,81,0,11,3,50,1207010.76,1
Players,Coi Leray,1,2022,11,30,4096,6,335074782.0,105,Major,95,62,52,3,0,5,16,227,1476100.3612334805,1
Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396.0,105,Major,80,69,78,28,0,11,14,54,1421618.4444444445,3
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667.0,134,Major,76,61,58,6,0,16,3,50,921313.34,1
Normal,Feid,1,2022,7,8,2461,36,459276435.0,170,Minor,71,59,56,4,0,27,12,372,1234614.072580645,8
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,277,1,39666245.0,81,Major,59,26,60,46,1,25,13,43,922470.8139534884,1
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,967,5,138517666.0,154,Major,63,75,92,31,0,91,5,136,1018512.25,1
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917.0,169,Major,69,69,51,63,0,38,4,381,2159144.1391076115,3
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917.0,169,Major,69,69,51,63,0,38,4,381,2159144.1391076115,3
CUFF IT,Beyoncï¿,1,2022,7,29,7842,10,595900742.0,115,Major,78,64,69,4,0,7,14,351,1697722.9116809117,3
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,215,6,51985779.0,84,Minor,43,14,74,1,0,19,8,40,1299644.475,1
69,"Nicky Jam, Feid",2,2023,5,18,1134,22,57945987.0,93,Major,79,58,62,11,0,11,23,58,999068.7413793104,1
Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,2023,4,21,1305,34,115010040.0,91,Major,82,47,62,10,0,10,15,85,1353059.294117647,1
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833.0,142,Minor,82,54,44,6,0,33,7,99,1768664.9797979798,4
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833.0,142,Minor,82,54,44,6,0,33,7,99,1768664.9797979798,4
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833.0,142,Minor,82,54,44,6,0,33,7,99,1768664.9797979798,4
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833.0,142,Minor,82,54,44,6,0,33,7,99,1768664.9797979798,4
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",2,2023,5,19,896,0,57089066.0,126,Major,78,20,70,1,0,16,4,57,1001562.5614035088,1
Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,488386797.0,97,Major,73,10,44,26,0,16,8,267,1829164.0337078653,34
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,32761689.0,101,Major,92,59,51,41,51,26,8,43,761899.7441860465,1
Efecto,Bad Bunny,1,2022,5,6,4004,33,1047480053.0,98,Minor,80,23,48,14,0,6,5,435,2408000.1218390805,19
Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,153454328.0,154,Major,59,63,89,18,0,80,9,169,908013.775147929,1
Cupido,Tini,1,2023,2,14,1240,24,217672943.0,120,Major,91,63,58,52,0,31,22,151,1441542.6688741725,1
Cupido,Tini,1,2023,2,14,1240,24,217672943.0,120,Major,91,63,58,52,0,31,22,151,1441542.6688741725,1
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829.0,150,Major,49,4,55,7,0,6,3,271,1687028.889298893,1
Unstoppable,Sia,1,2016,1,21,7681,13,939844851.0,174,Major,47,27,78,11,0,10,8,2732,344013.4886530015,2
Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358.0,202,Major,34,25,51,69,0,18,4,682,1065153.017595308,1
Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020.0,153,Minor,56,42,52,5,0,36,24,253,2267324.1897233203,8
Easy On Me,Adele,1,2021,10,14,10195,20,1406111294.0,142,Major,60,13,37,58,0,13,3,639,2200487.158059468,4
Easy On Me,Adele,1,2021,10,14,10195,20,1406111294.0,142,Major,60,13,37,58,0,13,3,639,2200487.158059468,4
Easy On Me,Adele,1,2021,10,14,10195,20,1406111294.0,142,Major,60,13,37,58,0,13,3,639,2200487.158059468,4
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339.0,108,Minor,84,55,47,26,0,20,64,65,1101128.2923076923,1
Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,214,0,24975653.0,143,Major,83,25,69,4,0,23,12,43,580829.1395348837,1
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,1,2023,2,14,845,2,145458418.0,108,Major,67,55,67,60,0,80,5,151,963300.7814569536,1
The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568.0,104,Minor,95,78,66,3,0,4,6,8596,165727.0321079572,4
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117.0,93,Minor,84,96,79,43,0,18,11,211,1096360.7440758294,1
The Color Violet,Tory Lanez,1,2021,12,10,2585,32,415932686.0,105,Minor,65,46,53,16,0,9,5,582,714660.972508591,1
Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741.0,170,Major,44,27,32,89,0,14,5,400,2471289.3525,3
Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741.0,170,Major,44,27,32,89,0,14,5,400,2471289.3525,3
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624.0,178,Minor,62,56,66,18,0,12,5,72,706217.0,2
Curtains,Ed Sheeran,1,2023,5,5,715,0,39893489.0,176,Minor,50,44,76,10,0,32,5,71,561880.1267605633,9
Curtains,Ed Sheeran,1,2023,5,5,715,0,39893489.0,176,Minor,50,44,76,10,0,32,5,71,561880.1267605633,9
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,92035115.0,104,Minor,80,38,88,11,0,11,5,75,1227134.8666666667,1
Haegeum,Agust D,1,2023,4,21,244,12,118810253.0,85,Major,70,83,84,31,0,47,30,85,1397767.6823529413,1
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",2,2023,4,30,385,4,77233241.0,117,Minor,77,69,58,39,0,26,5,76,1016226.855263158,1
MIENTRAS ME CURO DEL CORA,Karol G,1,2023,2,24,1020,35,206399629.0,80,Major,52,57,48,86,0,15,39,141,1463827.1560283687,4
MIENTRAS ME CURO DEL CORA,Karol G,1,2023,2,24,1020,35,206399629.0,80,Major,52,57,48,86,0,15,39,141,1463827.1560283687,4
Never Felt So Alone,Labrinth,1,2023,4,7,1730,3,117747907.0,98,Major,44,36,41,50,0,38,5,99,1189372.797979798,7
X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541.0,178,Minor,79,58,78,34,0,11,25,163,1635733.3803680982,1
ceilings,Lizzy McAlpine,1,2022,4,8,3242,9,293186992.0,148,Major,51,27,33,48,0,22,3,463,633233.2440604751,1
Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964.0,120,Major,77,94,66,65,0,38,3,141,990652.2269503546,2
Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964.0,120,Major,77,94,66,65,0,38,3,141,990652.2269503546,2
Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964.0,120,Major,77,94,66,65,0,38,3,141,990652.2269503546,2
Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964.0,120,Major,77,94,66,65,0,38,3,141,990652.2269503546,2
I AM,IVE,1,2023,4,10,366,15,123132751.0,122,Minor,68,38,88,1,0,8,5,96,1282632.8229166667,4
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,1997,1,1,472,2,103762518.0,144,Major,74,75,73,42,0,9,4,9691,10707.101227943453,1
Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075.0,96,Major,93,47,47,33,0,10,36,133,1224714.84962406,1
Super,SEVENTEEN,1,2023,4,24,271,12,91221625.0,137,Major,77,35,88,16,0,17,9,82,1112458.8414634147,1
Slut Me Out,NLE Choppa,1,2022,4,22,816,4,190490915.0,121,Minor,94,71,61,12,0,53,42,449,424255.9354120267,1
Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,1169,0,96180277.0,119,Minor,60,10,57,1,0,50,3,85,1131532.6705882354,1
All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,1282,6,185240616.0,96,Major,72,40,47,71,0,13,4,1422,130267.6624472574,34
PROVENZA,Karol G,1,2022,4,21,6587,34,885093467.0,111,Major,87,53,52,66,1,11,5,450,1966874.371111111,4
PROVENZA,Karol G,1,2022,4,21,6587,34,885093467.0,111,Major,87,53,52,66,1,11,5,450,1966874.371111111,4
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,1444,4,104992946.0,148,Major,90,74,68,14,0,10,19,92,1141227.6739130437,1
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,147290338.0,182,Major,57,80,59,8,0,6,5,162,909199.6172839506,1
Shivers,Ed Sheeran,1,2021,9,9,10147,30,1302184087.0,141,Major,79,82,86,28,0,4,9,674,1932023.8679525224,9
Shivers,Ed Sheeran,1,2021,9,9,10147,30,1302184087.0,141,Major,79,82,86,28,0,4,9,674,1932023.8679525224,9
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,158950978.0,145,Minor,76,80,81,19,0,6,9,197,806857.7563451777,1
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351,9,76910644.0,110,Minor,76,26,70,1,0,41,6,81,949514.12345679,1
Komang,Raim Laode,1,2022,8,16,158,4,137123880.0,134,Major,70,35,41,41,0,10,3,333,411783.4234234234,1
DESPECHï¿,ROSALï¿½,1,2022,7,28,7613,33,782369383.0,130,Major,92,78,62,18,0,6,10,352,2222640.292613636,2
Made You Look,Meghan Trainor,1,2022,10,21,3956,6,502574952.0,145,Major,84,88,53,35,0,8,7,267,1882303.191011236,1
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,207033255.0,130,Minor,69,36,90,1,10,15,4,160,1293957.84375,1
No Se Va,Grupo Frontera,1,2022,4,28,924,18,404887295.0,173,Major,59,69,53,12,0,23,3,443,913966.8058690744,1
Punto G,Quevedo,1,2022,11,4,1985,35,381161027.0,92,Minor,75,55,76,25,0,10,15,253,1506565.324110672,4
Lovers Rock,TV Girl,1,2014,6,5,6339,13,466231982.0,105,Minor,56,57,87,0,1,10,4,3327,140135.85272016833,1
METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24,357580552.0,175,Minor,59,15,64,43,90,12,10,597,598962.3986599665,1
Mami Chula,"Quevedo, Jhayco",2,2023,4,27,875,4,61105704.0,120,Minor,80,33,70,22,0,9,4,79,773489.9240506329,1
En Paris,"El Chachito, Junior H",2,2022,12,24,406,5,198275403.0,139,Minor,70,77,48,37,0,12,5,203,976726.1231527092,1
Set Me Free Pt.2,Jimin,1,2023,3,17,340,13,168448603.0,132,Minor,59,56,82,12,0,12,6,120,1403738.3583333334,3
I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,705469769.0,114,Major,32,17,74,14,0,17,3,1934,364772.3728024819,2
Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,105,0,34502215.0,145,Minor,54,19,48,36,0,37,5,72,479197.4305555556,1
Shut Down,BLACKPINK,1,2022,9,16,1524,17,482175240.0,110,Major,82,67,69,0,0,18,4,302,1596606.7549668874,3
Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,304118600.0,94,Major,89,61,66,17,0,36,16,205,1483505.3658536586,1
Call Out My Name,The Weeknd,1,2018,3,29,11087,6,1449799467.0,134,Major,45,17,60,21,0,33,4,1934,749637.7802481903,22
Like Crazy (English Version),Jimin,1,2023,3,24,373,19,173627354.0,120,Major,62,32,76,0,0,39,4,113,1536525.256637168,3
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,2,2,200,4,90025258.0,123,Minor,70,86,68,24,0,11,4,163,552302.1963190184,2
Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17,652704649.0,131,Major,77,84,71,35,0,15,4,589,1108157.298811545,1
Lose Yourself - Soundtrack Version,Eminem,1,2002,1,1,32502,21,1829992958.0,171,Major,70,6,73,1,0,36,26,7865,232675.51913541005,4
Superman,"Eminem, Dina Rae",2,2002,5,26,7615,14,655466831.0,130,Minor,80,64,76,2,0,20,6,7720,84905.02992227979,1
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,1208,34,146409671.0,94,Major,82,53,67,34,0,9,8,135,1084516.0814814814,2
People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,7,209,4,95816024.0,89,Minor,73,44,57,39,0,32,6,99,967838.6262626264,1
REMIX EXCLUSIVO,Feid,1,2023,3,17,1235,9,117206995.0,87,Minor,65,71,56,4,0,15,20,120,976724.9583333334,8
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,654,3,100409613.0,124,Minor,72,79,78,55,0,15,30,115,873127.0695652174,1
DOGTOOTH,"Tyler, The Creator",2,2023,3,27,1479,0,80758350.0,78,Major,71,80,65,51,0,22,32,110,734166.8181818182,3
10:35,"Tiï¿½ï¿½sto, Tate M",2,2022,11,1,4942,26,325592432.0,120,Major,70,70,79,7,0,18,10,256,1271845.4375,1
SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,709,0,58473276.0,96,Minor,48,50,80,40,0,37,20,106,551634.679245283,3
HAPPY,NF,1,2023,3,25,660,0,52722996.0,106,Major,73,22,86,31,0,12,4,112,470741.03571428574,1
